G o. </w>	Va </w> ! </w>
I </w> ate </w> a </w> donut. </w>	J'ai </w> mangé </w> un </w> beignet. </w>
I </w> ate </w> quickly. </w>	J'ai </w> mangé </w> rapidement. </w>
I </w> baked </w> a </w> pie. </w>	J'ai </w> cuisiné </w> une </w> tarte. </w>
I </w> became </w> rich. </w>	Je </w> suis </w> devenu </w> riche. </w>
I </w> became </w> rich. </w>	Je </w> suis </w> devenue </w> riche. </w>
I </w> became </w> rich. </w>	Je </w> dev ins </w> riche. </w>
I </w> believe </w> you. </w>	Je </w> te </w> crois. </w>
I </w> believe </w> you. </w>	Je </w> vous </w> crois. </w>
I </w> belong </w> here. </w>	C'est </w> ici </w> qu'est </w> ma </w> place. </w>
I </w> borrowed </w> it. </w>	Je </w> l'ai </w> emprunté. </w>
I </w> borrowed </w> it. </w>	Je </w> l'ai </w> emprun tée. </w>
I </w> bribed </w> them. </w>	Je </w> les </w> ai </w> soudoy és. </w>
I </w> bribed </w> them. </w>	Je </w> les </w> ai </w> soudoy ées. </w>
I </w> burned </w> them. </w>	Je </w> les </w> ai </w> brûlé s. </w>
I </w> burned </w> them. </w>	Je </w> les </w> ai </w> brûlé es. </w>
I </w> called </w> home. </w>	J'ai </w> appelé </w> chez </w> moi. </w>
I </w> called </w> home. </w>	J'ai </w> appelé </w> la </w> maison. </w>
I </w> called </w> them. </w>	Je </w> les </w> ai </w> appelé s. </w>
I </w> called </w> them. </w>	Je </w> les </w> ai </w> appelé es. </w>
I </w> can </w> buy </w> one. </w>	Je </w> peux </w> en </w> acheter </w> un. </w>
I </w> can </w> buy </w> one. </w>	Je </w> peux </w> en </w> acheter </w> une. </w>
I </w> can </w> buy </w> one. </w>	Je </w> peux </w> en </w> acquérir </w> un. </w>
I </w> can </w> buy </w> one. </w>	Je </w> peux </w> en </w> acquérir </w> une. </w>
I </w> can </w> do </w> this. </w>	Je </w> peux </w> le </w> faire </w> ! </w>
I </w> can </w> explain. </w>	Je </w> peux </w> expliquer. </w>
I </w> can </w> feel </w> it. </w>	J'arrive </w> à </w> le </w> sent ir. </w>
I </w> can </w> feel </w> it. </w>	J'arrive </w> à </w> le </w> ressent ir. </w>
I </w> can </w> feel </w> it. </w>	Je </w> parviens </w> à </w> le </w> ressent ir. </w>
I </w> can </w> survive. </w>	Je </w> peux </w> survivre. </w>
I </w> can't </w> dance. </w>	Je </w> ne </w> sais </w> pas </w> danser. </w>
I </w> can't </w> do </w> it. </w>	Je </w> n'y </w> arrive </w> pas. </w>
I </w> can't </w> do </w> it. </w>	Je </w> n'y </w> parviens </w> pas. </w>
I </w> can't </w> leave. </w>	Je </w> ne </w> peux </w> pas </w> partir. </w>
I </w> can't </w> sleep. </w>	Je </w> ne </w> peux </w> pas </w> dormir. </w>
I </w> can't </w> smoke. </w>	Je </w> ne </w> peux </w> pas </w> fumer. </w>
I </w> canceled </w> it. </w>	Je </w> l'ai </w> annulé. </w>
I </w> canceled </w> it. </w>	Je </w> l'ai </w> annulée. </w>
I </w> caused </w> this. </w>	J'ai </w> causé </w> ceci. </w>
I </w> caused </w> this. </w>	Je </w> l'ai </w> cau sé. </w>
I </w> contributed. </w>	J'y </w> ai </w> contribu é. </w>
I </w> contributed. </w>	Moi </w> j'ai </w> contribu é. </w>
I </w> cough </w> a </w> lot. </w>	Je </w> tous se </w> beaucoup. </w>
I </w> cried </w> a </w> lot. </w>	J'ai </w> beaucoup </w> pleuré. </w>
I </w> cut </w> classes. </w>	J'ai </w> séché </w> les </w> cours. </w>
I </w> deserved </w> it. </w>	Je </w> l'ai </w> mérité. </w>
I </w> designed </w> it. </w>	Je </w> l'ai </w> conç u. </w>
I </w> designed </w> it. </w>	Je </w> l'ai </w> conç ue. </w>
I </w> despise </w> Tom. </w>	Je </w> méprise </w> Tom. </w>
I </w> despise </w> you. </w>	Je </w> te </w> méprise. </w>
I </w> despise </w> you. </w>	Je </w> vous </w> méprise. </w>
I </w> did </w> it </w> once. </w>	Je </w> l'ai </w> fait </w> une </w> fois. </w>
I </w> did </w> my </w> best. </w>	J'ai </w> fait </w> de </w> mon </w> mieux. </w>
I </w> did </w> my </w> best. </w>	Je </w> fis </w> de </w> mon </w> mieux. </w>
I </w> did </w> my </w> part. </w>	J'ai </w> fait </w> ma </w> part. </w>
I </w> did </w> nothing. </w>	Je </w> n'ai </w> rien </w> fait. </w>
I </w> did </w> nothing. </w>	Moi </w> je </w> n'ai </w> rien </w> fait. </w>
I </w> did </w> see </w> him. </w>	Je </w> l'ai </w> vu. </w>
I </w> didn't </w> call. </w>	Je </w> n'ai </w> pas </w> appelé. </w>
I </w> didn't </w> care. </w>	J'ai </w> pas </w> fait </w> g af fe. </w>
I </w> didn't </w> care. </w>	Je </w> n'ai </w> pas </w> fait </w> attention. </w>
I </w> didn't </w> care. </w>	Je </w> n'ai </w> pas </w> prêté </w> attention. </w>
I </w> didn't </w> know. </w>	Je </w> ne </w> savais </w> pas. </w>
I </w> didn't </w> look. </w>	Je </w> n'ai </w> pas </w> regardé. </w>
I </w> didn't </w> move. </w>	Je </w> n'ai </w> pas </w> bou gé. </w>
I </w> didn't </w> stop. </w>	Je </w> n'ai </w> pas </w> arrêté. </w>
I </w> didn't </w> stop. </w>	Je </w> n'ai </w> pas </w> cess é. </w>
I </w> didn't </w> vote. </w>	Je </w> n'ai </w> pas </w> voté. </w>
I </w> didn't </w> walk. </w>	Je </w> n'ai </w> pas </w> marché. </w>
I </w> do </w> like </w> you. </w>	Je </w> vous </w> apprécie </w> vraiment. </w>
I </w> do </w> like </w> you. </w>	Je </w> t'apprécie </w> vraiment. </w>
I </w> do </w> love </w> you. </w>	Je </w> t'aime </w> ! </w>
I </w> do </w> remember. </w>	Je </w> me </w> rappelle , </w> en </w> effet. </w>
I </w> do </w> remember. </w>	Je </w> me </w> souviens , </w> en </w> effet. </w>
I </w> don't </w> agree. </w>	Je </w> ne </w> suis </w> pas </w> d'accord. </w>
I </w> don't </w> dance. </w>	Je </w> ne </w> danse </w> pas. </w>
I </w> don't </w> drink. </w>	Je </w> m' abst iens </w> de </w> boire. </w>
I </w> don't </w> drink. </w>	Je </w> ne </w> bois </w> pas. </w>
I </w> don't </w> smoke. </w>	Je </w> ne </w> fume </w> pas. </w>
I </w> don't </w> snore. </w>	Je </w> ne </w> ron fle </w> pas. </w>
I </w> don't </w> steal. </w>	Je </w> ne </w> vole </w> pas. </w>
I </w> drank </w> a </w> lot. </w>	J'ai </w> beaucoup </w> bu. </w>
I </w> dream </w> a </w> lot. </w>	Je </w> rêve </w> beaucoup. </w>
I </w> enjoy </w> chess. </w>	J'apprécie </w> les </w> échecs. </w>
I </w> enjoy </w> music. </w>	J'apprécie </w> la </w> musique. </w>
I </w> enjoy </w> poker. </w>	J'ai </w> plaisir </w> à </w> jouer </w> au </w> poker. </w>
I </w> exagger ated. </w>	J'ai </w> exagéré. </w>
I </w> fear </w> no </w> one. </w>	Je </w> ne </w> crains </w> personne. </w>
I </w> fed </w> the </w> dog. </w>	J'ai </w> nourri </w> le </w> chien. </w>
I </w> fed </w> the </w> dog. </w>	J'ai </w> nourri </w> la </w> chienne. </w>
I </w> fed </w> the </w> dog. </w>	Je </w> nourris </w> le </w> chien. </w>
I </w> fed </w> the </w> dog. </w>	Je </w> nourris </w> la </w> chienne. </w>
I </w> fed </w> the </w> dog. </w>	J'ai </w> donné </w> à </w> manger </w> à </w> la </w> chienne. </w>
I </w> feel </w> better. </w>	Je </w> me </w> sens </w> mieux. </w>
I </w> feel </w> guilty. </w>	Je </w> me </w> sens </w> coupable. </w>
I </w> feel </w> hungry. </w>	J'ai </w> faim </w> ! </w>
I </w> feel </w> it </w> now. </w>	Je </w> le </w> sens, </w> maintenant. </w>
I </w> feel </w> lonely. </w>	Je </w> me </w> sens </w> seul. </w>
I </w> feel </w> lonely. </w>	Je </w> me </w> sens </w> seule. </w>
I </w> feel </w> lonely. </w>	Je </w> me </w> sens </w> assez </w> seul. </w>
I </w> feel </w> lonely. </w>	Je </w> me </w> sentais </w> seule. </w>
I </w> feel </w> my </w> age. </w>	Je </w> sens </w> le </w> poids </w> des </w> ans. </w>
I </w> feel </w> my </w> age. </w>	Mon </w> âge </w> me </w> pè se. </w>
I </w> feel </w> normal. </w>	Je </w> me </w> sens </w> normal. </w>
I </w> feel </w> normal. </w>	Je </w> me </w> sens </w> normale. </w>
I </w> feel </w> que asy. </w>	J'ai </w> mal </w> au </w> cœur. </w>
I </w> feel </w> que asy. </w>	Je </w> me </w> sens </w> mal </w> à </w> l'aise. </w>
I </w> feel </w> so </w> bad. </w>	Je </w> me </w> sens </w> tellement </w> mal. </w>
I </w> feel </w> stupid. </w>	Je </w> me </w> sens </w> stupide. </w>
I </w> feel </w> un well. </w>	Je </w> ne </w> me </w> sens </w> pas </w> bien. </w>
I </w> fell </w> asleep. </w>	Je </w> me </w> suis </w> endormie. </w>
I </w> fell </w> for </w> it. </w>	Je </w> me </w> suis </w> fait </w> avoir. </w>
I </w> fell </w> for </w> it. </w>	Je </w> me </w> suis </w> fait </w> prendre. </w>
I </w> felt </w> guilty. </w>	Je </w> me </w> sentis </w> coupable. </w>
I </w> felt </w> guilty. </w>	Je </w> me </w> suis </w> sentie </w> coupable. </w>
I </w> felt </w> guilty. </w>	Je </w> me </w> suis </w> senti </w> coupable. </w>
I </w> felt </w> lonely. </w>	Je </w> me </w> sentais </w> seul. </w>
I </w> felt </w> re born. </w>	Je </w> me </w> suis </w> senti </w> ren aî tre. </w>
I </w> felt </w> re born. </w>	Je </w> me </w> suis </w> sentie </w> ren aî tre. </w>
I </w> felt </w> scared. </w>	Je </w> me </w> sentis </w> apeuré. </w>
I </w> felt </w> scared. </w>	Je </w> me </w> sentis </w> apeur ée. </w>
I </w> felt </w> scared. </w>	Je </w> me </w> suis </w> sentis </w> apeuré. </w>
I </w> felt </w> scared. </w>	Je </w> me </w> suis </w> sentis </w> apeur ée. </w>
I </w> felt </w> strong. </w>	Je </w> me </w> suis </w> senti </w> fort. </w>
I </w> felt </w> strong. </w>	Je </w> me </w> suis </w> sentie </w> forte. </w>
I </w> finally </w> won. </w>	J'ai </w> fini </w> par </w> gagner. </w>
I </w> finally </w> won. </w>	J'ai </w> fini </w> par </w> l'emporter. </w>
I </w> finished </w> it. </w>	Je </w> l'ai </w> terminé. </w>
I </w> forbid </w> that. </w>	J' inter dis </w> cela. </w>
I </w> forgive </w> you. </w>	Je </w> te </w> pardon ne. </w>
I </w> fought </w> back. </w>	J'ai </w> rendu </w> les </w> coups. </w>
I </w> found </w> a </w> job. </w>	J'ai </w> trouvé </w> un </w> boulot. </w>
I </w> found </w> these. </w>	J'ai </w> trouvé </w> ceux-ci. </w>
I </w> found </w> these. </w>	J'ai </w> trouvé </w> celles-ci. </w>
I </w> freaked </w> out. </w>	J'ai </w> eu </w> les </w> foies. </w>
I </w> freaked </w> out. </w>	J'ai </w> flip pé. </w>
I </w> freaked </w> out. </w>	J'ai </w> eu </w> la </w> trou ille. </w>
I </w> freaked </w> out. </w>	J'ai </w> eu </w> la </w> pé to che. </w>
I </w> got </w> a </w> bon us. </w>	J'ai </w> obtenu </w> une </w> pri me. </w>
I </w> got </w> it </w> free. </w>	Je </w> l'ai </w> eu </w> gratuitement. </w>
I </w> got </w> married. </w>	Je </w> me </w> suis </w> marié. </w>
I </w> got </w> nothing. </w>	Je </w> n'ai </w> rien. </w>
I </w> got </w> scam med. </w>	J'ai </w> été </w> arna qué. </w>
I </w> got </w> scam med. </w>	J'ai </w> été </w> arna quée. </w>
I </w> got </w> shot </w> at. </w>	Je </w> me </w> suis </w> fait </w> tirer </w> dessus. </w>
I </w> got </w> thirsty. </w>	Je </w> me </w> suis </w> mis </w> à </w> avoir </w> soif. </w>
I </w> got </w> thirsty. </w>	Je </w> me </w> suis </w> mise </w> à </w> avoir </w> soif. </w>
I </w> had </w> an </w> idea. </w>	J'ai </w> eu </w> une </w> idée. </w>
I </w> had </w> no </w> clue. </w>	Je </w> n'en </w> avais </w> aucune </w> idée. </w>
I </w> had </w> no </w> clue. </w>	Je </w> n'en </w> avais </w> pas </w> la </w> moindre </w> idée. </w>
I </w> had </w> no </w> idea. </w>	Je </w> n'avais </w> pas </w> idée. </w>
I </w> had </w> no </w> idea. </w>	Je </w> n'avais </w> aucune </w> idée. </w>
I </w> had </w> no </w> idea. </w>	Je </w> n'en </w> avais </w> aucune </w> idée. </w>
I </w> had </w> to </w> stay. </w>	Il </w> me </w> fallait </w> rester. </w>
I </w> had </w> to </w> stop. </w>	Il </w> fallait </w> que </w> j' arrê te. </w>
I </w> had </w> to </w> stop. </w>	Il </w> me </w> fallait </w> arrêter. </w>
I </w> had </w> to </w> stop. </w>	Il </w> me </w> fallait </w> cesser. </w>
I </w> had </w> to </w> stop. </w>	Il </w> fallait </w> que </w> je </w> cesse. </w>
I </w> had </w> to </w> stop. </w>	Il </w> me </w> fallut </w> arrêter. </w>
I </w> had </w> to </w> stop. </w>	Il </w> me </w> fallut </w> cesser. </w>
I </w> had </w> to </w> work. </w>	J'ai </w> dû </w> travailler. </w>
I </w> had </w> to </w> work. </w>	Il </w> m'a </w> fallu </w> travailler. </w>
I </w> hate </w> ce ler y. </w>	Je </w> déteste </w> le </w> cé ler i </w> ! </w>
I </w> hate </w> coffee. </w>	Je </w> déteste </w> le </w> café. </w>
I </w> hate </w> crow ds. </w>	J'ai </w> horreur </w> des </w> fou les. </w>
I </w> hate </w> flying. </w>	Je </w> déteste </w> voler. </w>
I </w> hate </w> losing. </w>	Je </w> déteste </w> perdre. </w>
I </w> hate </w> losing. </w>	Je </w> déteste </w> avoir </w> le </w> dessous. </w>
I </w> hate </w> moving. </w>	J'ai </w> horreur </w> de </w> déménager. </w>
I </w> hate </w> myself. </w>	Je </w> me </w> déteste. </w>
I </w> hate </w> school. </w>	Je </w> déteste </w> l'école. </w>
I </w> hate </w> soccer. </w>	Je </w> déteste </w> le </w> football. </w>
I </w> hate </w> winter. </w>	Je </w> déteste </w> l'hiver. </w>
I </w> have </w> a </w> cold. </w>	J'ai </w> un </w> rhume. </w>
I </w> have </w> a </w> cold. </w>	Je </w> suis </w> enrhumé. </w>
I </w> have </w> a </w> date. </w>	J'ai </w> un </w> ren card. </w>
I </w> have </w> a </w> date. </w>	J'ai </w> un </w> rendez-vous </w> galant. </w>
I </w> have </w> a </w> ring. </w>	J'ai </w> une </w> bague. </w>
I </w> have </w> a </w> visa. </w>	J'ai </w> un </w> visa. </w>
I </w> have </w> a </w> visa. </w>	Je </w> dispose </w> d'un </w> visa. </w>
I </w> have </w> a </w> wife. </w>	J'ai </w> une </w> femme. </w>
I </w> have </w> cancer. </w>	J'ai </w> un </w> cancer. </w>
I </w> have </w> doubts. </w>	J'ai </w> des </w> doutes. </w>
I </w> have </w> failed. </w>	J'ai </w> échoué. </w>
I </w> have </w> had </w> it. </w>	J'en </w> ai </w> ma </w> cla que. </w>
I </w> have </w> orders. </w>	J'ai </w> des </w> ordres. </w>
I </w> have </w> rights. </w>	J'ai </w> des </w> droits. </w>
I </w> have </w> rights. </w>	Je </w> dispose </w> de </w> droits. </w>
I </w> have </w> tenure. </w>	Je </w> suis </w> tit ulaire. </w>
I </w> have </w> to </w> run. </w>	Il </w> me </w> faut </w> courir. </w>
I </w> have </w> to </w> run. </w>	Je </w> dois </w> courir. </w>
I </w> have </w> to </w> try. </w>	Il </w> me </w> faut </w> essayer. </w>
I </w> have </w> to </w> try. </w>	Il </w> faut </w> que </w> j'essai e. </w>
I </w> have </w> to </w> win. </w>	Il </w> faut </w> que </w> je </w> gagne. </w>
I </w> have </w> to </w> win. </w>	Il </w> faut </w> que </w> je </w> l'emporte. </w>
I </w> hear </w> si ren s. </w>	J'entends </w> des </w> si rè nes. </w>
I </w> ignored </w> Tom. </w>	J'ai </w> ignoré </w> Tom. </w>
I </w> ignored </w> him. </w>	Je </w> l'ai </w> ignoré. </w>
I </w> ignored </w> him. </w>	Je </w> l'ignor ai. </w>
I </w> just </w> did </w> it. </w>	Je </w> viens </w> de </w> le </w> faire. </w>
I </w> just </w> got </w> up. </w>	Je </w> viens </w> de </w> me </w> lever. </w>
I </w> just </w> smiled. </w>	J'ai </w> simplement </w> souri. </w>
I </w> kid </w> you </w> not. </w>	Je </w> ne </w> te </w> raconte </w> pas </w> de </w> cra ques. </w>
I </w> kid </w> you </w> not. </w>	Je </w> ne </w> vous </w> raconte </w> pas </w> de </w> cra ques. </w>
I </w> know </w> French. </w>	Je </w> sais </w> le </w> français. </w>
I </w> know </w> myself. </w>	Je </w> me </w> connais. </w>
I </w> know </w> people. </w>	Je </w> connais </w> des </w> gens. </w>
I </w> know </w> things. </w>	Je </w> sais </w> des </w> choses. </w>
I </w> let </w> it </w> fall. </w>	Je </w> l'ai </w> laissé </w> tomber. </w>
I </w> let </w> them </w> go. </w>	Je </w> les </w> ai </w> laissés </w> partir. </w>
I </w> let </w> them </w> go. </w>	Je </w> les </w> ai </w> laissées </w> partir. </w>
I </w> let </w> them </w> go. </w>	Je </w> les </w> ai </w> laissés </w> s'en </w> aller. </w>
I </w> let </w> them </w> go. </w>	Je </w> les </w> ai </w> laissées </w> s'en </w> aller. </w>
I </w> let </w> them </w> go. </w>	Je </w> les </w> ai </w> laissés </w> y </w> aller. </w>
I </w> let </w> them </w> go. </w>	Je </w> les </w> ai </w> laissées </w> y </w> aller. </w>
I </w> like </w> French. </w>	J'aime </w> le </w> français. </w>
I </w> like </w> came ls. </w>	J’aime </w> les </w> chame aux. </w>
I </w> like </w> cities. </w>	J'aime </w> les </w> villes. </w>
I </w> like </w> clock s. </w>	J'aime </w> les </w> montre s. </w>
I </w> like </w> garlic. </w>	J'aime </w> l'ail. </w>
I </w> like </w> grapes. </w>	J'aime </w> le </w> rais in. </w>
I </w> like </w> movies. </w>	J'aime </w> le </w> cinéma. </w>
I </w> like </w> my </w> job. </w>	J'aime </w> mon </w> travail. </w>
I </w> like </w> salmon. </w>	J'aime </w> le </w> sau mon. </w>
I </w> like </w> skiing. </w>	J'aime </w> le </w> ski. </w>
I </w> like </w> spring. </w>	J'aime </w> le </w> printemps. </w>
I </w> like </w> sweet s. </w>	J'aime </w> les </w> sucreries. </w>
I </w> like </w> to </w> eat. </w>	J'aime </w> manger. </w>
I </w> like </w> to </w> run. </w>	J'aime </w> courir. </w>
I </w> like </w> to </w> run. </w>	J'aime </w> faire </w> du </w> jogging. </w>
I </w> like </w> trains. </w>	J'aime </w> les </w> trains. </w>
I </w> like </w> winter. </w>	J'aime </w> l'hiver. </w>
I </w> like </w> winter. </w>	J'adore </w> l'hiver. </w>
I </w> like </w> yellow. </w>	J'aime </w> le </w> jaune. </w>
I </w> live </w> nearby. </w>	Je </w> vis </w> à </w> proximité. </w>
I </w> live </w> nearby. </w>	Je </w> vis </w> dans </w> le </w> coin. </w>
I </w> looked </w> away. </w>	J'ai </w> regardé </w> ailleurs. </w>
I </w> looked </w> down. </w>	Je </w> bais sai </w> les </w> yeux. </w>
I </w> looked </w> down. </w>	J'ai </w> baissé </w> les </w> yeux. </w>
I </w> lost </w> my </w> dog. </w>	J'ai </w> perdu </w> mon </w> chien. </w>
I </w> lost </w> my </w> dog. </w>	Je </w> perdis </w> mon </w> chien. </w>
I </w> lost </w> my </w> key. </w>	Je </w> perdis </w> la </w> clé. </w>
I </w> lost </w> my </w> key. </w>	Je </w> perdis </w> la </w> clef. </w>
I </w> lost </w> my </w> key. </w>	J'ai </w> perdu </w> ma </w> clef. </w>
I </w> love </w> Arabic. </w>	J'adore </w> l'arabe. </w>
I </w> love </w> Boston. </w>	J'adore </w> Boston. </w>
I </w> love </w> French. </w>	J'adore </w> le </w> français. </w>
I </w> love </w> Monday ! </w>	J'aime </w> le </w> lundi </w> ! </w>
I </w> love </w> apples. </w>	J'adore </w> les </w> pommes. </w>
I </w> love </w> autumn. </w>	J'adore </w> l'automne. </w>
I </w> love </w> bak ing. </w>	J'adore </w> cuisiner. </w>
I </w> love </w> came ls. </w>	J'adore </w> les </w> chame aux. </w>
I </w> love </w> coffee. </w>	J'adore </w> le </w> café. </w>
I </w> love </w> hiking. </w>	J'adore </w> la </w> marche. </w>
I </w> love </w> hiking. </w>	J'adore </w> les </w> excursion s. </w>
I </w> love </w> horses. </w>	J'adore </w> les </w> chevaux. </w>
I </w> love </w> movies. </w>	J'adore </w> le </w> cinéma. </w>
I </w> love </w> my </w> job. </w>	J'adore </w> mon </w> boulot. </w>
I </w> love </w> my </w> mom. </w>	J'aime </w> ma </w> maman. </w>
I </w> love </w> myself. </w>	Je </w> m'aime. </w>
I </w> love </w> nature. </w>	J'adore </w> la </w> nature. </w>
I </w> love </w> poe try. </w>	J'adore </w> la </w> poé sie. </w>
I </w> love </w> spring. </w>	J'adore </w> le </w> printemps. </w>
I </w> love </w> summer. </w>	J'adore </w> l'été. </w>
I </w> love </w> winter. </w>	J'adore </w> l'hiver. </w>
I </w> made </w> a </w> copy. </w>	J'ai </w> fait </w> une </w> copie. </w>
I </w> made </w> a </w> deal. </w>	J'ai </w> conclu </w> un </w> accord. </w>
I </w> made </w> a </w> deal. </w>	J'ai </w> conclu </w> un </w> contrat. </w>
I </w> made </w> a </w> deal. </w>	J'ai </w> conclu </w> une </w> affaire. </w>
I </w> made </w> a </w> list. </w>	Je </w> fis </w> une </w> liste. </w>
I </w> made </w> a </w> list. </w>	J'ai </w> fait </w> une </w> liste. </w>
I </w> made </w> a </w> list. </w>	J'ai </w> dressé </w> une </w> liste. </w>
I </w> made </w> a </w> list. </w>	Je </w> dressai </w> une </w> liste. </w>
I </w> made </w> coffee. </w>	J'ai </w> préparé </w> du </w> café. </w>
I </w> made </w> dinner. </w>	J'ai </w> préparé </w> à </w> déjeuner. </w>
I </w> made </w> dinner. </w>	J'ai </w> préparé </w> le </w> déjeuner. </w>
